loan_id,borrower_id,loan_type,disbursement_date,loan_amount,interest_rate,tenure_months,emi,outstanding_principal,dpd_bucket,months_active,base_risk_score,vintage,ticket_size,payment_delayed_5d,partial_payment,segment_high_default
LN04479,BR65830,Personal,2022-12-08,770000.0,15.02,12,69506.17,115500.0,Current,12,0.1602,6-12M,2-10L,True,True,False
LN04480,BR79272,Auto,2025-04-08,1740000.0,11.05,36,57006.58,1205916.67,Current,13,0.08,12-24M,10-50L,True,False,False
LN04481,BR25753,Personal,2022-11-18,611000.0,22.82,36,23594.36,91650.0,60 DPD,36,0.2382,24M+,2-10L,True,True,True
LN04482,BR62254,Auto,2025-01-03,609000.0,14.22,60,14239.92,470960.0,Current,16,0.1022,12-24M,2-10L,True,True,False
LN04483,BR50729,Personal,2025-04-01,482000.0,21.72,60,13235.7,393231.67,Current,13,0.2272,12-24M,2-10L,True,False,True
LN04484,BR15316,Personal,2024-07-24,638000.0,18.55,60,16392.5,439156.67,Current,22,0.1955,12-24M,2-10L,True,True,True
LN04485,BR39325,Business,2025-03-01,1274000.0,16.21,24,62506.91,642308.33,Current,14,0.1521,12-24M,10-50L,True,True,False
LN04486,BR77357,Auto,2026-01-18,235000.0,8.79,36,7449.99,212805.56,Current,4,0.12,0-6M,2-10L,True,False,False
LN04487,BR61024,Business,2022-09-20,1762000.0,21.76,60,48424.39,663686.67,90+ DPD,44,0.2076,24M+,10-50L,True,True,False
LN04488,BR60749,Personal,2025-10-11,321000.0,20.66,12,29837.17,161837.5,60 DPD,7,0.2166,6-12M,2-10L,True,True,True
LN04489,BR97597,Auto,2024-12-14,1246000.0,11.71,84,21802.54,1031658.33,Current,17,0.08,12-24M,10-50L,False,False,False
LN04490,BR13340,Auto,2022-08-27,623000.0,11.1,48,16132.03,126546.88,Current,45,0.08,24M+,2-10L,True,True,False
LN04491,BR17338,Personal,2025-09-18,497000.0,13.88,12,44596.14,215366.67,Current,8,0.1488,6-12M,2-10L,True,True,False
LN04492,BR48408,Personal,2022-06-14,403000.0,10.86,60,8734.09,134669.17,90+ DPD,47,0.13,24M+,2-10L,True,True,False
LN04493,BR52125,Personal,2025-09-04,564000.0,16.29,60,13802.44,500080.0,Current,8,0.1729,6-12M,2-10L,True,True,False
LN04494,BR33224,Business,2023-07-18,3626000.0,12.08,24,170823.91,543900.0,Current,24,0.1108,12-24M,10-50L,True,False,False
LN04495,BR94157,Home,2022-10-27,1844000.0,11.01,180,20970.43,1469565.56,Current,43,0.03,24M+,10-50L,False,False,False
LN04496,BR58281,Business,2022-07-27,2890000.0,18.83,60,74698.12,1006683.33,60 DPD,46,0.1783,24M+,10-50L,True,True,False
LN04497,BR12204,Personal,2022-07-06,378000.0,22.06,24,19621.14,56700.0,Current,24,0.2306,12-24M,2-10L,True,True,True
LN04498,BR46896,Personal,2023-08-13,249000.0,16.51,48,7121.94,103490.62,30 DPD,33,0.1751,24M+,2-10L,True,True,False
LN04499,BR68854,Auto,2025-03-05,877000.0,14.49,72,18302.14,732051.39,30 DPD,14,0.1049,12-24M,2-10L,True,True,False
LN04500,BR63955,Personal,2023-10-29,328000.0,20.07,24,16705.04,49200.0,90+ DPD,24,0.2107,12-24M,2-10L,True,False,True
LN04501,BR12550,Personal,2022-09-28,542000.0,12.72,24,25696.44,81300.0,Current,24,0.1372,12-24M,2-10L,True,True,False
LN04502,BR74499,Personal,2025-07-27,141000.0,23.05,60,3978.91,121025.0,Current,10,0.2905,6-12M,<2L,True,True,True
LN04503,BR31098,Home,2023-12-06,8167000.0,9.0,300,68537.17,7495944.83,Current,29,0.03,24M+,50L+,False,False,False
LN04504,BR78679,Home,2024-08-10,5455000.0,11.76,120,77508.45,4643568.75,Closed,21,0.06,12-24M,50L+,False,False,False
LN04505,BR35594,Auto,2024-08-11,1515000.0,8.32,84,23855.37,1193062.5,Current,21,0.08,12-24M,10-50L,True,False,False
LN04506,BR21689,Home,2024-12-12,5203000.0,11.68,180,61377.61,4785314.72,Current,17,0.03,12-24M,50L+,True,True,False
LN04507,BR32445,Personal,2024-04-28,252000.0,16.05,24,12344.73,37800.0,90+ DPD,24,0.1705,12-24M,2-10L,True,True,False
LN04508,BR62600,Personal,2024-02-25,147000.0,22.08,24,7631.9,22050.0,60 DPD,24,0.2808,12-24M,<2L,True,False,True
LN04509,BR20374,Home,2023-06-20,8752000.0,11.24,120,121750.86,6582233.33,Current,35,0.06,24M+,50L+,True,False,False
LN04510,BR31531,Personal,2026-01-10,461000.0,11.62,48,12054.06,428345.83,60 DPD,4,0.17,0-6M,2-10L,True,False,False
LN04511,BR10060,Business,2025-08-24,2319000.0,15.94,24,113478.98,1579818.75,Current,9,0.1494,6-12M,10-50L,True,True,False
LN04512,BR65299,Personal,2025-06-15,395000.0,13.9,48,10774.15,318057.29,Current,11,0.149,6-12M,2-10L,True,True,False
LN04513,BR51648,Personal,2023-03-17,650000.0,21.76,24,33643.81,97500.0,30 DPD,24,0.2276,12-24M,2-10L,True,True,True
LN04514,BR85161,Personal,2023-06-19,402000.0,22.3,24,20914.62,60300.0,Current,24,0.233,12-24M,2-10L,True,True,True
LN04515,BR38606,Personal,2023-12-23,717000.0,13.46,36,24317.73,226054.17,Current,29,0.1446,24M+,2-10L,True,True,False
LN04516,BR81458,Auto,2025-09-01,1249000.0,11.87,72,24333.84,1131038.89,Current,8,0.08,6-12M,10-50L,True,False,False
LN04517,BR16446,Business,2024-05-13,957000.0,15.47,48,26862.58,550275.0,Current,24,0.1447,12-24M,2-10L,True,False,False
LN04518,BR28461,Home,2022-11-03,8302000.0,8.47,180,81607.15,6655436.67,Current,42,0.03,24M+,50L+,False,False,False
LN04519,BR22388,Auto,2024-06-08,919000.0,9.32,72,16711.8,669465.97,Current,23,0.08,12-24M,2-10L,True,False,False
LN04520,BR16933,Auto,2024-07-16,364000.0,11.6,72,7040.78,269461.11,30 DPD,22,0.08,12-24M,2-10L,True,True,False
LN04521,BR42784,Personal,2023-07-21,317000.0,18.61,24,15919.53,47550.0,Current,24,0.1961,12-24M,2-10L,True,True,True
LN04522,BR24192,Home,2023-11-08,4642000.0,9.43,120,59888.58,3655575.0,Current,30,0.06,24M+,10-50L,True,False,False
LN04523,BR75491,Personal,2023-06-28,392000.0,23.37,24,20602.42,58800.0,30 DPD,24,0.2437,12-24M,2-10L,True,True,True
LN04524,BR31165,Business,2025-01-14,1154000.0,12.3,36,38494.88,718044.44,30 DPD,16,0.113,12-24M,10-50L,True,True,False
LN04525,BR87200,Business,2023-05-01,2870000.0,17.38,24,142423.88,430500.0,Current,24,0.1638,12-24M,10-50L,True,True,False
LN04526,BR35347,Auto,2025-01-23,766000.0,11.37,84,13265.28,641980.95,Current,16,0.08,12-24M,2-10L,True,True,False
LN04527,BR65032,Business,2023-03-05,3525000.0,13.54,48,95514.41,1152968.75,Current,38,0.1254,24M+,10-50L,True,False,False
LN04528,BR74396,Personal,2022-11-16,203000.0,20.85,24,10416.34,30450.0,Current,24,0.2185,12-24M,2-10L,True,True,True
LN04529,BR65839,Personal,2023-08-19,66000.0,23.25,60,1870.06,35145.0,30 DPD,33,0.2925,24M+,<2L,True,True,True
LN04530,BR25071,Personal,2023-01-23,57000.0,13.7,24,2728.66,8550.0,30 DPD,24,0.197,12-24M,<2L,True,True,False
LN04531,BR51738,Personal,2025-02-03,367000.0,22.93,60,10331.15,289012.5,Current,15,0.2393,12-24M,2-10L,True,True,True
LN04532,BR85028,Business,2025-12-03,2556000.0,16.11,60,62306.44,2374950.0,Current,5,0.1911,0-6M,10-50L,True,False,False
LN04533,BR87150,Home,2025-12-16,3191000.0,7.73,300,24060.66,3145794.17,Current,5,0.07,0-6M,10-50L,False,False,False
LN04534,BR25596,Business,2023-10-30,1340000.0,13.98,60,31165.56,751516.67,90+ DPD,31,0.1298,24M+,10-50L,True,False,False
LN04535,BR62777,Home,2023-05-28,5425000.0,7.58,300,40373.0,4871650.0,Current,36,0.03,24M+,50L+,False,False,False
LN04536,BR77931,Personal,2024-10-05,334000.0,19.73,48,10115.76,221622.92,30 DPD,19,0.2073,12-24M,2-10L,True,True,True
LN04537,BR10295,Personal,2025-12-31,367000.0,18.02,24,18325.69,302010.42,Current,5,0.2302,0-6M,2-10L,True,True,True
LN04538,BR96364,Business,2023-01-20,1967000.0,13.34,60,45098.39,852366.67,Current,40,0.1234,24M+,10-50L,True,True,False
LN04539,BR55783,Home,2025-01-27,7720000.0,7.99,180,73731.78,7136711.11,Current,16,0.03,12-24M,50L+,True,True,False
LN04540,BR61558,Home,2025-03-11,1160000.0,7.65,240,9451.56,1102483.33,Current,14,0.03,12-24M,10-50L,True,True,False
LN04541,BR80657,Home,2026-01-01,3684000.0,11.3,240,38780.82,3631810.0,Current,4,0.07,0-6M,10-50L,True,False,False
LN04542,BR63075,Home,2025-07-01,5085000.0,9.34,300,43863.23,4940925.0,Current,10,0.03,6-12M,50L+,True,True,False
LN04543,BR32834,Home,2025-09-04,1364000.0,11.52,180,15951.46,1312471.11,Current,8,0.03,6-12M,10-50L,True,False,False
LN04544,BR84431,Business,2022-11-20,1317000.0,13.2,24,62736.37,197550.0,Current,24,0.122,12-24M,10-50L,True,True,False
LN04545,BR15168,Personal,2023-07-11,546000.0,19.43,48,16449.61,217262.5,90+ DPD,34,0.2043,24M+,2-10L,True,True,True
LN04546,BR99373,Auto,2022-10-10,1553000.0,11.15,84,26713.78,877260.12,Current,43,0.08,24M+,10-50L,True,False,False
LN04547,BR89817,Home,2024-10-07,7195000.0,9.81,240,68530.02,6710836.46,Current,19,0.03,12-24M,50L+,False,False,False
LN04548,BR30753,Home,2023-01-08,6806000.0,10.01,240,65724.47,5841816.67,Current,40,0.03,24M+,50L+,False,False,False
LN04549,BR14444,Home,2025-11-15,6516000.0,10.74,180,73000.32,6331380.0,Current,6,0.07,0-6M,50L+,False,False,False
LN04550,BR66773,Home,2022-05-16,5678000.0,10.57,180,63011.18,4390986.67,Current,48,0.03,24M+,50L+,True,True,False
LN04551,BR94983,Home,2023-03-29,3175000.0,7.51,240,25597.0,2747697.92,Current,38,0.03,24M+,10-50L,False,False,False
LN04552,BR54265,Home,2024-05-31,6316000.0,11.87,180,75275.17,5600186.67,Current,24,0.03,12-24M,50L+,True,False,False
LN04553,BR18653,Personal,2023-03-20,346000.0,13.22,60,7911.58,159736.67,90+ DPD,38,0.1422,24M+,2-10L,True,True,False
LN04554,BR92059,Personal,2024-06-30,630000.0,13.87,12,56527.36,94500.0,Current,12,0.1487,6-12M,2-10L,True,False,False
LN04555,BR67855,Home,2025-11-19,7190000.0,9.62,300,63419.59,7067770.0,30 DPD,6,0.07,0-6M,50L+,True,False,False
LN04556,BR40838,Business,2024-01-31,2497000.0,14.85,24,120893.28,374550.0,Current,24,0.1385,12-24M,10-50L,True,False,False
LN04557,BR35688,Business,2023-07-30,4377000.0,13.64,60,101030.07,2268745.0,Current,34,0.1264,24M+,10-50L,True,True,False
LN04558,BR90685,Personal,2022-05-28,117000.0,14.37,60,2744.88,37440.0,Current,48,0.2037,24M+,<2L,True,True,False
LN04559,BR20222,Business,2024-07-18,3013000.0,15.73,60,72838.76,2073948.33,Current,22,0.1473,12-24M,10-50L,True,True,False
LN04560,BR70477,Business,2022-07-26,2539000.0,15.15,24,123288.62,380850.0,90+ DPD,24,0.1415,12-24M,10-50L,True,True,False
LN04561,BR60393,Business,2022-08-30,4323000.0,20.44,60,115593.99,1567087.5,30 DPD,45,0.1944,24M+,10-50L,True,True,False
LN04562,BR67208,Home,2022-08-03,8105000.0,8.31,180,78913.04,6382687.5,Current,45,0.03,24M+,50L+,True,False,False
LN04563,BR26972,Home,2025-03-22,9855000.0,8.81,300,81424.38,9464085.0,Current,14,0.03,12-24M,50L+,True,True,False
LN04564,BR74737,Auto,2023-03-11,1083000.0,8.28,60,22104.75,499985.0,60 DPD,38,0.08,24M+,10-50L,True,False,False
LN04565,BR99333,Auto,2022-06-24,503000.0,12.42,36,16807.88,75450.0,Current,36,0.0842,24M+,2-10L,True,False,False
LN04566,BR34410,Personal,2026-01-30,760000.0,14.44,60,17857.71,716933.33,90+ DPD,4,0.1944,0-6M,2-10L,True,False,False
LN04567,BR45301,Personal,2024-01-07,147000.0,23.27,24,7718.6,22050.0,Current,24,0.2927,12-24M,<2L,True,True,True
LN04568,BR57232,Auto,2022-05-14,1535000.0,11.5,36,50618.17,230250.0,Current,36,0.08,24M+,10-50L,True,False,False
LN04569,BR53499,Home,2023-12-13,1990000.0,10.02,300,18111.21,1826488.33,Current,29,0.03,24M+,10-50L,True,False,False
LN04570,BR98212,Personal,2022-11-23,783000.0,21.25,48,24351.55,200643.75,Closed,42,0.2225,24M+,2-10L,False,False,True
LN04571,BR81010,Home,2025-02-22,2362000.0,11.03,120,32576.68,2111037.5,Current,15,0.06,12-24M,10-50L,True,False,False
LN04572,BR45169,Personal,2024-03-01,192000.0,13.36,24,9160.53,28800.0,30 DPD,24,0.1936,12-24M,<2L,True,True,False
LN04573,BR61534,Home,2025-01-23,8084000.0,8.91,240,72266.59,7625906.67,Current,16,0.03,12-24M,50L+,False,False,False
LN04574,BR28396,Personal,2022-10-04,398000.0,20.6,48,12238.88,94939.58,Current,43,0.216,24M+,2-10L,True,False,True
LN04575,BR93663,Personal,2022-08-28,215000.0,23.29,36,8355.12,32250.0,Current,36,0.2429,24M+,2-10L,True,True,True
LN04576,BR99591,Business,2022-07-13,4957000.0,20.08,36,184422.0,743550.0,30 DPD,36,0.1908,24M+,10-50L,True,True,False
LN04577,BR61299,Personal,2022-11-09,209000.0,15.09,60,4981.97,84645.0,90+ DPD,42,0.1609,24M+,2-10L,True,True,False
LN04578,BR85051,Personal,2024-12-29,767000.0,21.15,24,39469.33,305202.08,Current,17,0.2215,12-24M,2-10L,True,False,True
LN04579,BR44174,Auto,2024-03-06,535000.0,14.37,36,18381.32,206569.44,Current,26,0.1037,24M+,2-10L,True,True,False
LN04580,BR54287,Auto,2024-03-31,495000.0,14.1,36,16941.98,191125.0,Current,26,0.101,24M+,2-10L,False,False,False
LN04581,BR55003,Personal,2025-02-01,111000.0,19.37,48,3340.62,81515.62,90+ DPD,15,0.2537,12-24M,<2L,True,True,True
LN04582,BR32525,Auto,2025-02-22,371000.0,10.23,72,6916.19,305302.08,30 DPD,15,0.08,12-24M,2-10L,True,False,False
LN04583,BR39133,Business,2022-10-13,3553000.0,19.3,60,92754.27,1388630.83,Current,43,0.183,24M+,10-50L,True,True,False
LN04584,BR99972,Personal,2023-02-12,109000.0,14.24,36,3738.08,16350.0,Current,36,0.2024,24M+,<2L,True,False,False
LN04585,BR76123,Personal,2025-07-06,226000.0,13.1,36,7625.72,172638.89,Current,10,0.141,6-12M,2-10L,True,False,False
LN04586,BR58395,Home,2022-12-12,3953000.0,11.19,120,54878.59,2804982.92,Current,41,0.06,24M+,10-50L,True,False,False
LN04587,BR74177,Personal,2025-12-10,398000.0,10.68,36,12969.78,351013.89,30 DPD,5,0.17,0-6M,2-10L,True,True,False
LN04588,BR83227,Home,2023-12-02,1503000.0,11.9,240,16444.66,1348629.38,Current,29,0.03,24M+,10-50L,False,False,False
LN04589,BR73932,Auto,2025-12-30,1082000.0,8.61,60,22256.29,1005358.33,Current,5,0.12,0-6M,10-50L,True,False,False
LN04590,BR35448,Home,2024-08-14,7829000.0,8.36,240,67249.77,7246718.12,Current,21,0.03,12-24M,50L+,True,False,False
LN04591,BR98529,Home,2022-07-25,8328000.0,10.96,240,85734.06,6971230.0,Current,46,0.03,24M+,50L+,False,False,False
LN04592,BR24836,Auto,2022-11-07,1783000.0,14.56,84,33967.44,1025225.0,Current,42,0.1056,24M+,10-50L,True,True,False
LN04593,BR16145,Home,2022-09-23,6119000.0,11.06,300,60238.73,5356164.67,Current,44,0.03,24M+,50L+,False,False,False
LN04594,BR53727,Auto,2023-02-28,1992000.0,8.1,48,48724.1,616275.0,Current,39,0.08,24M+,10-50L,True,True,False
LN04595,BR14940,Personal,2024-10-05,261000.0,14.04,60,6078.43,190747.5,Current,19,0.1504,12-24M,2-10L,True,True,False
LN04596,BR50315,Personal,2024-01-17,582000.0,11.64,12,51612.03,87300.0,Current,12,0.13,6-12M,2-10L,True,False,False
LN04597,BR24093,Auto,2024-04-05,1448000.0,9.76,36,46559.9,593277.78,Current,25,0.08,24M+,10-50L,True,False,False
LN04598,BR38389,Personal,2024-03-31,522000.0,20.79,36,19610.15,201550.0,Current,26,0.2179,24M+,2-10L,True,True,True
LN04599,BR38110,Business,2024-01-13,4335000.0,21.65,36,164771.73,1469083.33,Current,28,0.2065,24M+,10-50L,True,True,False
LN04600,BR78750,Home,2023-06-02,9178000.0,11.14,300,90885.24,8267848.33,Current,35,0.03,24M+,50L+,False,False,False
LN04601,BR68632,Business,2024-10-01,552000.0,21.66,24,28544.14,180550.0,30 DPD,19,0.2066,12-24M,2-10L,True,True,False
LN04602,BR91365,Home,2025-10-30,8184000.0,8.07,240,68811.22,7981105.0,Closed,7,0.03,6-12M,50L+,False,False,False
LN04603,BR94320,Personal,2025-03-31,254000.0,14.44,36,8735.5,170038.89,Current,14,0.1544,12-24M,2-10L,True,True,False
LN04604,BR21421,Personal,2024-06-30,654000.0,10.62,12,57685.75,98100.0,Current,12,0.13,6-12M,2-10L,True,True,False
LN04605,BR60191,Personal,2024-02-07,181000.0,18.45,12,16632.87,27150.0,Current,12,0.2445,6-12M,<2L,True,True,True
LN04606,BR25992,Personal,2023-02-13,244000.0,17.09,60,6075.84,109190.0,90+ DPD,39,0.1809,24M+,2-10L,True,False,False
LN04607,BR17882,Auto,2023-02-24,418000.0,9.23,84,6774.13,253039.29,Current,39,0.08,24M+,2-10L,True,True,False
LN04608,BR10881,Personal,2025-05-07,780000.0,15.86,60,18910.11,647400.0,Current,12,0.1686,6-12M,2-10L,True,False,False
LN04609,BR77404,Home,2024-01-23,3174000.0,9.71,240,30022.46,2859245.0,Current,28,0.03,24M+,10-50L,True,True,False
LN04610,BR55654,Personal,2022-12-16,76000.0,16.83,60,1881.86,31856.67,90+ DPD,41,0.2283,24M+,<2L,True,True,False
LN04611,BR53370,Personal,2025-03-04,153000.0,19.78,48,4637.93,115068.75,60 DPD,14,0.2578,12-24M,<2L,True,False,True
LN04612,BR52526,Business,2023-10-02,2280000.0,18.25,60,58207.54,1278700.0,Current,31,0.1725,24M+,10-50L,True,False,False
LN04613,BR46639,Business,2023-07-25,4242000.0,16.64,60,104605.24,2198770.0,Current,34,0.1564,24M+,10-50L,True,True,False
LN04614,BR54287,Auto,2025-02-22,431000.0,11.58,60,9496.13,339412.5,60 DPD,15,0.08,12-24M,2-10L,True,True,False
LN04615,BR97728,Personal,2024-03-12,171000.0,16.25,60,4181.14,108015.0,Current,26,0.2225,24M+,<2L,True,True,False
LN04616,BR87112,Personal,2023-01-19,574000.0,16.66,36,20367.67,86100.0,Current,36,0.1766,24M+,2-10L,True,False,False
LN04617,BR51592,Home,2024-01-18,2317000.0,8.13,300,18082.98,2133184.67,Current,28,0.03,24M+,10-50L,False,False,False
LN04618,BR49916,Home,2025-02-01,9865000.0,7.93,240,82085.56,9340921.88,Current,15,0.03,12-24M,50L+,False,False,False
LN04619,BR66112,Personal,2025-06-02,702000.0,11.48,60,15431.76,592605.0,90+ DPD,11,0.13,6-12M,2-10L,True,True,False
LN04620,BR10820,Business,2025-12-10,2859000.0,16.08,48,81142.05,2605859.38,Current,5,0.1908,0-6M,10-50L,True,True,False
LN04621,BR50218,Personal,2025-11-05,273000.0,14.63,12,24592.88,156975.0,60 DPD,6,0.1963,0-6M,2-10L,True,False,False
LN04622,BR94848,Business,2022-07-02,3757000.0,18.7,48,111740.85,696610.42,Current,46,0.177,24M+,10-50L,True,True,False
LN04623,BR27187,Auto,2025-09-05,663000.0,12.33,48,17566.95,569075.0,30 DPD,8,0.0833,6-12M,2-10L,True,True,False
LN04624,BR19075,Home,2024-04-04,8042000.0,8.89,120,101394.52,6617895.83,Current,25,0.06,24M+,50L+,True,False,False
LN04625,BR72983,Home,2026-01-20,8940000.0,9.31,180,92331.46,8771133.33,Current,4,0.07,0-6M,50L+,False,False,False
LN04626,BR92969,Personal,2023-02-28,437000.0,15.17,12,39477.95,65550.0,90+ DPD,12,0.1617,6-12M,2-10L,True,False,False
LN04627,BR99390,Auto,2022-12-21,1912000.0,11.4,72,36786.08,986538.89,30 DPD,41,0.08,24M+,10-50L,True,True,False
LN04628,BR78132,Home,2024-06-29,6891000.0,7.97,120,83497.65,5768341.25,Current,23,0.06,12-24M,50L+,True,False,False
LN04629,BR86865,Personal,2022-08-17,739000.0,19.54,60,19390.31,267887.5,Current,45,0.2054,24M+,2-10L,True,True,True
LN04630,BR39109,Personal,2023-05-03,203000.0,19.72,60,5346.68,99470.0,Current,36,0.2072,24M+,2-10L,True,True,True
LN04631,BR67811,Auto,2023-07-27,1712000.0,10.05,72,31759.42,1024822.22,Current,34,0.08,24M+,10-50L,True,True,False
LN04632,BR10834,Business,2022-06-24,2988000.0,18.97,48,89294.26,501112.5,60 DPD,47,0.1797,24M+,10-50L,True,True,False
LN04633,BR31981,Home,2024-01-12,2105000.0,11.83,180,25033.77,1826672.22,30 DPD,28,0.03,24M+,10-50L,True,True,False
LN04634,BR19121,Personal,2024-06-21,241000.0,21.48,36,9139.19,110123.61,Current,23,0.2248,12-24M,2-10L,True,True,True
LN04635,BR23875,Home,2025-02-11,8543000.0,9.82,180,90865.06,7937870.83,Current,15,0.03,12-24M,50L+,False,False,False
LN04636,BR26553,Personal,2025-01-07,741000.0,10.99,24,34532.97,321100.0,Current,16,0.13,12-24M,2-10L,True,True,False
LN04637,BR94560,Business,2022-09-07,1539000.0,20.49,36,57579.72,230850.0,Current,36,0.1949,24M+,10-50L,True,True,False
LN04638,BR22137,Personal,2022-07-28,485000.0,22.49,12,45507.73,72750.0,60 DPD,12,0.2349,6-12M,2-10L,True,True,True
LN04639,BR21776,Home,2023-12-21,7719000.0,11.12,120,106854.24,6133388.75,60 DPD,29,0.06,24M+,50L+,True,False,False
LN04640,BR74164,Auto,2024-09-17,1866000.0,11.13,84,32078.16,1488357.14,Current,20,0.08,12-24M,10-50L,True,True,False
LN04641,BR70710,Personal,2024-12-10,86000.0,13.83,24,4122.2,34220.83,Current,17,0.1983,12-24M,<2L,True,True,False
LN04642,BR71821,Personal,2025-12-13,468000.0,13.0,36,15768.77,412750.0,Current,5,0.18,0-6M,2-10L,True,True,False
LN04643,BR97183,Personal,2023-03-06,77000.0,21.73,48,2414.7,25185.42,60 DPD,38,0.2773,24M+,<2L,True,True,True
LN04644,BR55886,Home,2025-02-03,4223000.0,11.52,300,42987.25,4043522.5,Current,15,0.03,12-24M,10-50L,True,False,False
LN04645,BR57603,Personal,2023-06-26,785000.0,18.82,48,23397.1,298463.54,Current,35,0.1982,24M+,2-10L,True,True,True
LN04646,BR27782,Personal,2022-07-26,559000.0,20.81,60,15063.14,194718.33,90+ DPD,46,0.2181,24M+,2-10L,True,True,True
LN04647,BR14285,Home,2025-03-21,8755000.0,8.18,300,68619.77,8407718.33,Current,14,0.03,12-24M,50L+,True,True,False
LN04648,BR76968,Personal,2025-04-15,120000.0,13.35,36,4063.53,83166.67,30 DPD,13,0.1935,12-24M,<2L,True,True,False
LN04649,BR82587,Personal,2023-12-10,738000.0,11.55,48,19271.71,359006.25,Current,29,0.13,24M+,2-10L,True,False,False
LN04650,BR82007,Home,2025-07-06,5792000.0,11.54,180,67808.91,5518488.89,Current,10,0.03,6-12M,50L+,False,False,False
LN04651,BR94596,Business,2023-08-15,3890000.0,21.71,36,147977.9,859041.67,Current,33,0.2071,24M+,10-50L,True,True,False
LN04652,BR38189,Auto,2025-02-06,1934000.0,12.95,72,38772.3,1591520.83,Current,15,0.0895,12-24M,10-50L,True,False,False
LN04653,BR38478,Personal,2023-08-08,351000.0,19.23,24,17732.67,52650.0,30 DPD,24,0.2023,12-24M,2-10L,True,True,True
LN04654,BR34398,Personal,2022-05-30,255000.0,18.29,60,6515.62,81600.0,Current,48,0.1929,24M+,2-10L,True,False,True
LN04655,BR30341,Business,2024-04-04,657000.0,19.69,24,33339.13,98550.0,Current,24,0.1869,12-24M,2-10L,True,False,False
LN04656,BR38062,Auto,2022-11-28,1935000.0,14.51,84,36809.26,1112625.0,Current,42,0.1051,24M+,10-50L,True,True,False
LN04657,BR65980,Auto,2025-02-15,1137000.0,9.43,72,20738.53,935656.25,Current,15,0.08,12-24M,10-50L,True,False,False
LN04658,BR19877,Home,2022-05-26,7888000.0,11.53,240,84283.08,6547040.0,Current,48,0.03,24M+,50L+,True,False,False
LN04659,BR28857,Auto,2024-10-05,551000.0,12.2,60,12312.45,402689.17,Current,19,0.082,12-24M,2-10L,True,False,False
LN04660,BR57669,Personal,2025-02-24,57000.0,13.2,24,2715.24,26718.75,Current,15,0.192,12-24M,<2L,True,True,False
LN04661,BR80800,Personal,2022-11-06,682000.0,13.99,24,32741.56,102300.0,Current,24,0.1499,12-24M,2-10L,True,True,False
LN04662,BR50378,Personal,2024-04-16,770000.0,15.62,24,37561.94,115500.0,Current,24,0.1662,12-24M,2-10L,True,False,False
LN04663,BR94489,Personal,2023-09-29,263000.0,12.11,36,8749.19,64288.89,Current,32,0.1311,24M+,2-10L,True,True,False
LN04664,BR61522,Personal,2023-04-28,108000.0,18.51,48,3201.35,37237.5,90+ DPD,37,0.2451,24M+,<2L,True,True,True
LN04665,BR84847,Personal,2024-09-12,321000.0,22.14,36,12282.4,169416.67,60 DPD,20,0.2314,12-24M,2-10L,True,True,True
LN04666,BR85708,Home,2024-08-15,9241000.0,9.74,240,87591.66,8553700.62,Current,21,0.03,12-24M,50L+,False,False,False
LN04667,BR25267,Personal,2022-08-29,613000.0,11.49,48,15989.57,124515.62,Current,45,0.13,24M+,2-10L,True,True,False
LN04668,BR86318,Personal,2023-07-31,539000.0,17.07,24,26667.51,80850.0,Current,24,0.1807,12-24M,2-10L,True,False,False
LN04669,BR32849,Auto,2026-01-26,1849000.0,10.72,72,34929.41,1761686.11,30 DPD,4,0.12,0-6M,10-50L,True,False,False
LN04670,BR53399,Home,2025-09-10,5506000.0,11.92,300,57665.3,5381197.33,Current,8,0.03,6-12M,50L+,False,False,False
LN04671,BR71408,Auto,2022-05-07,1841000.0,9.78,48,46498.25,276150.0,30 DPD,48,0.08,24M+,10-50L,True,True,False
LN04672,BR38080,Auto,2023-04-18,678000.0,9.46,84,11067.34,424153.57,Current,37,0.08,24M+,2-10L,True,True,False
LN04673,BR83179,Business,2024-04-02,587000.0,21.65,60,16095.71,379104.17,90+ DPD,25,0.2065,24M+,2-10L,True,True,False
LN04674,BR13680,Personal,2024-09-21,665000.0,14.22,60,15549.34,476583.33,Current,20,0.1522,12-24M,2-10L,True,False,False
LN04675,BR62052,Personal,2025-05-01,213000.0,18.4,12,19568.41,31950.0,30 DPD,12,0.194,6-12M,2-10L,True,True,True
LN04676,BR14935,Personal,2023-01-05,543000.0,10.71,12,47917.82,81450.0,Current,12,0.13,6-12M,2-10L,True,True,False
LN04677,BR74087,Personal,2024-08-06,125000.0,16.16,12,11350.82,18750.0,Current,12,0.2216,6-12M,<2L,True,True,False
LN04678,BR76311,Auto,2023-06-23,1799000.0,9.71,84,29596.66,1161854.17,90+ DPD,35,0.08,24M+,10-50L,True,False,False
LN04679,BR58784,Home,2024-02-16,7915000.0,8.8,300,65341.76,7309502.5,Current,27,0.03,24M+,50L+,True,False,False
LN04680,BR80122,Home,2025-01-18,5716000.0,8.11,240,48202.97,5392093.33,Current,16,0.03,12-24M,50L+,False,False,False
LN04681,BR15300,Personal,2025-09-29,165000.0,18.96,48,4930.04,141625.0,Current,8,0.2496,6-12M,<2L,True,True,True
